Catalog,Url,Name,Equipment,Target,Utility,Mechanics,Force,Preparation,Execution,Comment
Upper Arms,https://exrx.net/WeightExercises/Triceps/BWTriDip,Triceps Dip,Triceps, Weighted ,Basic,Compound,Push,"Mount shoulder width dip bar, arms straight with shoulders above hands. Keep hips straight.",Lower body until slight stretch is felt in shoulders. Push body up until arms are straight. Repeat.,Also see Chest Dips.
Upper Arms,https://exrx.net/WeightExercises/Triceps/BWTriDipBenches,Triceps Dip (between benches),Triceps, Bent knees ,Basic,Compound,Push,"Stand between ends of two benches. Place hands on ends of benches with fingers off end of benches. Grip should be somewhat narrow. Position feet out in front with legs straight, heels on floor, and torso upright.","Lower body by bending arms, allowing elbows to point back. When slight stretch is felt in chest or shoulders, push body up until arms are straight. Repeat.","In above clip, hands are positioned at ends of main segments of benches with fingers between gaps. On standard benches, hands should be placed near ends of benches. Perform on higher benches if slight stretch is not felt. Also see Bench Dip and Chest Dip (between benches)."
Upper Arms,https://exrx.net/WeightExercises/Triceps/BWTriDipBenchesBentKnees,Triceps Dip (bent knees between benches),Triceps, Straight legs ,Basic,Compound,Push,Stand between ends of two benches. Place hands on ends of benches with fingers off ends of benches. Grip should be somewhat narrow. Position feet in front with legs bent and torso upright.,"Lower body by bending arms, allowing elbows to point back. When slight stretch is felt in chest or shoulders, push body up until arms are straight. Repeat.","In above clip, hands are positioned at ends of main segments of benches with fingers between gaps. On standard benches, hands should be placed near ends of benches. Perform on higher benches if slight stretch is not felt. Also see Bench Dip (bent knee) and Chest Dip (bent knees between benches)."
Upper Arms,https://exrx.net/WeightExercises/Triceps/STTriDip,Suspended Triceps Dip,Suspended, Self-assisted Suspended Dip ,Basic,Compound,Push,Stand between two suspension handles and grasp handles on each side of torso. Hold position firmly and lift feet from floor.,Push body up until arms are straight. Lower body until slight stretch is felt in shoulders. Repeat.,"This exercise can be performed on adjustable length gymnastics rings or a dual anchored suspension trainer. To emphasize triceps, position body more upright than demonstrated by positioning hips straighter. Also see Chest Dips."
Upper Arms,https://exrx.net/WeightExercises/Triceps/STSelfAssistedTricepsDip,Suspended Self-assisted Triceps Dip,Suspended, Triceps Brachii ,Basic,Compound,Push,"Stand between two suspension handles, approximately mid-thigh height. Grasp handles on each side and straighten arms with shoulders above hands. Holding position firmly and place bodyweight on handles. Place toes on floor behind with knees bent and feet back.","Lower body by bending arms back. If necessary, use minimal assistance of lower body to control descent, allowing knees to bend, keeping toes in contact with floor. When slight stretch is felt in chest or shoulders, push body up back up until arms are straight. Repeat with minimal assistance from legs.","If lower body is used for assistance, Quadriceps are utilized. Hips are kept straighter and body more upright, as compared to Assisted Chest Dip. This exercise can be performed on adjustable length gymnastics rings or a dual anchored suspension trainer."
Upper Arms,https://exrx.net/WeightExercises/Triceps/ASTricepsDipSelf,Self-assisted Triceps Dip,Self-assisted, Machine Assisted ,Basic,Compound,Push,"Stand on bench or elevation between parallel bars. Mount shoulder width dip bar, arms straight with shoulders above hands. Bend knees and place toes on bench or elevation behind and below body.","Lower body by bending arms back. If necessary, use minimal assistance of lower body to control descent, allowing knees to bend, keeping toes in contact with bench or elevation. When slight stretch is felt in chest or shoulders push body up until arms are straight. Repeat with minimal assistance from legs.","If lower body is used for assistance, Quadriceps are utilized. Hips are kept straighter and body more upright, as compared to Assisted Chest Dip."
Upper Arms,https://exrx.net/Stretches/Triceps/Overhead,Overhead Triceps Stretch,Overhead," Triceps, Long Head ",,,,Put one arm overhead. Position forearm as close as possible to upper arm. Grasp elbow overhead with other hand. ,Pull elbow back and toward head. Hold stretch. Repeat with opposite arm. ,See Overhead Lat Stretch for similar exercise which can be performed with this stretch. 
Upper Arms,https://exrx.net/Stretches/Triceps/PNFOverhead,PNF Overhead Triceps Stretch,PNF," Triceps, Long Head ",,,,"Instruct participant to stand or sit on floor, chair, or bench and place arm overhead. Standing behind participant, grasp their wrist and position their forearm against upper arm. ",Pull participant's elbow behind their head while keeping forearm against upperarm. Hold stretch. Repeat with opposite arm. ,See PNF Overhead Lat Stretch for similar exercise which can be performed with this stretch. Also see Overhead Triceps Stretch for similar static stretch. 
Upper Arms,https://exrx.net/Stretches/Triceps/Towel,Towel Triceps Stretch,Towel," Triceps, Long Head ",,,,Grasp near end of towel or rope. Position towel behind head so towel dangles down behind body. Reach behind back or waist with opposite hand and grasp opposite end of towel. Position upper arm close to back side of head. , Pull towel downward with lower arm. Hold stretch. Repeat with opposite arm. , None. 
Upper Arms,https://exrx.net/WeightExercises/Biceps/BBCurl,Barbell Curl,Barbell, Biceps Brachii ,Basic,Isolated,Pull,Grasp bar with shoulder width underhand grip.,"With elbows to side, raise bar until forearms are vertical. Lower until arms are fully extended. Repeat.","When elbows are fully flexed, they can travel forward slightly allowing forearms to be no more than vertical. This additional movement allows for relative release of tension in muscles between repetitions. Exercise can also be performed with straight barbell. Movement with cambered bar as shown above is also known as EZ Barbell Curl or EZ Bar Curl. Also see mechanical analysis of arm curl and question regarding elbow position."
Upper Arms,https://exrx.net/WeightExercises/Biceps/BBDragCurl,Barbell Drag Curl,Barbell, Biceps Brachii ,Auxiliary,Isolated,Pull,Grasp bar with shoulder width underhand grip.,"Raise barbell straight up so elbows travel back as elbows flex. Follow contour of hips and waist. As elbows continues to flex, begin bringing elbows forward when forearms rises past horizontal position. Continue upward over chest until forearms are perpendicular. Lower until arms are fully extended. Repeat.","Bringing elbows back forward, allowing forearms to be no more than vertical, permits a relative release of tension in muscles between repetitions. Exercise can also be performed with EZ barbell, in which case, making it also known as EZ Barbell or EZ Bar Drag Curl. Also see standard Barbell Curl."
Upper Arms,https://exrx.net/WeightExercises/Biceps/CBAlternatingCurl,Cable Alternating Curl,Cable, Biceps Brachii ,Basic or Auxiliary,Isolated,Pull,"Stand between or facing double low pulleys. Grasp stirrups to each side, palms facing forward.","Pull one stirrup up forward and upward toward shoulder while keeping elbow stationary. Return until arm is fully extended. Repeat on other arm, alternating between sides.","When elbow is fully flexed, it can travel forward slightly, allowing forearm to be no more than vertical. This additional movement allows for relative release of tension in muscles between repetitions. Pulleys should not be too far apart. Also see mechanical analysis of arm curl and question regarding elbow position."
Upper Arms,https://exrx.net/WeightExercises/Biceps/CBAlternatingSeatedCurl,Cable Alternating Seated Curl,Cable, Biceps Brachii ,Basic or Auxiliary,Isolated,Pull,"Sit on seat situated between two low pulleys down to each side. Grasp stirrups in each hand, palms facing forward.","Pull one stirrup up toward shoulder while keeping elbow stationary. Return until arm is fully extended. Repeat with other arm, alternating between sides.","When elbow is fully flexed, it can travel forward slightly, allowing forearm to be no more than vertical. This additional movement allows for relative release of tension in muscles between repetitions. Pulleys should not be too far apart. Cables can be positioned under shoulders with ad hoc or customized set up. See Cable Seated Curl and movement performed on apparatus facing double low pulleys. Also see mechanical analysis of arm curl and question regarding elbow position."
Upper Arms,https://exrx.net/WeightExercises/Biceps/CBCurl,Cable Curl,Cable, Biceps Brachii ,Basic,Isolated,Pull,Grasp low pulley cable bar with shoulder width underhand grip. Stand close to pulley.,"With elbows to side, raise bar until forearms are vertical. Lower until arms are fully extended. Repeat.","When elbows are fully flexed, they can travel forward slightly, allowing forearms to be no more than vertical. This additional movement allows for relative release of tension in muscles between repetitions."
Upper Arms,https://exrx.net/WeightExercises/Biceps/CBBarCurl,Cable Bar Curl,Cable, Biceps Brachii ,Basic,Isolated,Pull,Grasp low cable bar with shoulder width underhand grip. Stand close to cable bar.,"With elbows to side, raise bar until forearms are vertical. Lower until arms are fully extended. Repeat.","When elbows are fully flexed, they can travel slightly forward, allowing forearms to be no more than vertical. This additional movement allows for relative release of tension in muscles between repetitions."
Upper Arms,https://exrx.net/WeightExercises/Biceps/CBCurlStirrups,Cable Curl (with stirrups),Cable, Biceps Brachii ,Basic or Auxiliary,Isolated,Pull,"Stand between or facing double low pulleys. Grasp stirrups to each side, palms facing forward.",Pull stirrups forward and upward toward shoulders while keeping elbows stationary. Return until arms are fully extended. Repeat.,"When elbow is fully flexed, it can travel forward slightly, allowing forearm to be no more than vertical. This additional movement allows for relative release of tension in muscles between repetitions. Pulleys should not be too far apart."
